0.000000	4050.000000	-70000.000000	-6.187273	0.062367	1.140870	0.013725	20.203664	0.010073	1.000000	5.308593	0.009021	19.160096
0.000000	4050.000000	-70000.000000	-6.443558	0.058993	0.740671	0.012296	-13.755694	0.027652	0.000000	-27.342324	0.055072	29.614694
0.000000	4050.000000	-66500.000000	-6.197603	0.055183	0.825543	0.009019	20.036945	0.011786	1.000000	5.301580	0.013629	43.861509
0.000000	4050.000000	-66500.000000	-6.413976	0.058861	0.710262	0.009215	-13.796214	0.025529	0.000000	-27.226826	0.055646	54.208101
0.000000	4050.000000	-63000.000000	-6.245199	0.035238	0.642813	0.008109	19.833266	0.007712	1.000000	5.299886	0.010374	68.448915
0.000000	4050.000000	-63000.000000	-6.420346	0.046451	0.563365	0.007461	-14.126064	0.027291	0.000000	-27.370443	0.047771	78.794507
0.000000	4050.000000	-59500.000000	-6.224706	0.059594	0.516690	0.009280	19.628102	0.008297	1.000000	5.299573	0.007386	93.038321
0.000000	4050.000000	-59500.000000	-6.411949	0.045146	0.396517	0.009794	-14.206795	0.024968	0.000000	-27.241583	0.043785	103.381913
0.000000	4050.000000	-56000.000000	-6.229768	0.063622	0.384668	0.013177	19.414316	0.013966	1.000000	5.285601	0.011576	117.626728
0.000000	4050.000000	-56000.000000	-6.394951	0.062705	0.262185	0.011118	-14.539959	0.031433	0.000000	-27.345871	0.063640	127.969320
0.000000	4050.000000	-52500.000000	-6.260734	0.069231	0.256156	0.009549	19.194062	0.008255	1.000000	5.287851	0.013985	142.213134
0.000000	4050.000000	-52500.000000	-6.424804	0.055745	0.151925	0.007020	-14.633433	0.027230	0.000000	-27.243416	0.056685	152.560726
0.000000	4050.000000	-49000.000000	-6.248676	0.043008	0.130163	0.007686	18.970881	0.007750	1.000000	5.282218	0.008733	166.806541
0.000000	4050.000000	-49000.000000	-6.419491	0.043546	0.017809	0.010723	-14.989843	0.026504	0.000000	-27.369435	0.049341	177.154133
0.000000	4050.000000	-45500.000000	-6.237713	0.056007	-0.020420	0.007031	18.743514	0.006412	1.000000	5.296414	0.011335	191.401947
0.000000	4050.000000	-45500.000000	-6.442738	0.037196	-0.120563	0.008270	-15.208167	0.028625	0.000000	-27.368367	0.055133	201.749540
0.000000	4050.000000	-42000.000000	-6.250185	0.040662	-0.146111	0.012489	18.508452	0.011610	1.000000	5.286083	0.018696	215.993354
0.000000	4050.000000	-42000.000000	-6.455324	0.069121	-0.269883	0.012570	-15.392890	0.043064	0.000000	-27.303909	0.067675	226.335946
0.000000	4050.000000	-38500.000000	-6.265598	0.055284	-0.288214	0.008846	18.262608	0.008146	1.000000	5.292381	0.011519	240.576760
0.000000	4050.000000	-38500.000000	-6.491095	0.070453	-0.413742	0.012655	-15.672105	0.028769	0.000000	-27.371690	0.049898	250.923352
0.000000	4050.000000	-35000.000000	-6.270501	0.045024	-0.465339	0.006294	18.019358	0.008096	1.000000	5.277107	0.009288	265.169167
0.000000	4050.000000	-35000.000000	-6.497764	0.054483	-0.568549	0.007434	-15.892842	0.039632	0.000000	-27.332430	0.060247	275.515759
0.000000	4050.000000	-35000.000000	-6.271933	0.051697	-0.464623	0.007274	17.970851	0.025758	1.000000	5.193656	0.053774	285.861351
0.000000	4050.000000	-35000.000000	-6.485431	0.047264	-0.555076	0.009282	-15.913631	0.025876	0.000000	-27.367810	0.052556	296.200942
0.000000	4050.000000	-38500.000000	-6.272138	0.066385	-0.315616	0.010077	18.243551	0.011123	1.000000	5.289783	0.015837	310.439756
